,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,pcp,tmax,tmin,YEAR,MONTH_NUM
1203,Riverside,2018-08-19T15:55:00Z,2019-01-04T09:16:00Z,off Scenic View Drive and Keller Road,33.627006,-117.171731,Keller Fire,10.0,False,0.22,101.0,76.2,2018.0,8.0
1204,Napa,2018-08-09T14:21:00Z,2019-01-04T09:20:00Z,Napa Vallejo Highway and Syar Industrial Way,38.27229,-122.26389,Syar Fire,10.0,False,0.0,87.8,56.0,2018.0,8.0
1205,Siskiyou,2018-07-17T19:03:00Z,2019-01-04T09:40:00Z,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",41.632373,-122.37985,Lott Fire,10.0,False,0.29,87.4,55.5,2018.0,7.0
1206,San Diego,2018-07-06T10:11:00Z,2019-01-04T09:55:00Z,off Highway 94 and Community Building Road near Dulzura,32.619855,-116.764733,Building Fire,10.0,False,0.18,93.7,66.3,2018.0,7.0
1207,Butte,2018-06-29T11:44:00Z,2019-01-04T09:58:00Z,"at the Llano Seco Ranch, south of Chico",39.6139,-121.954098,Llano Fire,10.0,False,0.02,88.9,57.3,2018.0,6.0
1208,San Luis Obispo,2018-06-21T16:45:00Z,2019-01-04T10:03:00Z,"Suey Creek Road & Crystal Springs, east of Nipomo",35.05747,-120.39295,Creek Fire,10.0,False,0.0,84.4,52.0,2018.0,6.0
1209,Monterey,2018-06-19T16:06:00Z,2019-01-04T10:04:00Z,"Ranchita Canyon Road, southwest of the town of Parkfield",35.77017,-120.57833,Ranchita Fire,10.0,False,0.0,82.6,49.9,2018.0,6.0
1210,Sonoma,2018-06-05T13:03:00Z,2019-01-04T10:12:00Z,"Hwy 12 and Broadway, Schellville ",38.245151,-122.44408,Pallet Fire,10.0,False,0.0,78.8,50.3,2018.0,6.0
1211,San Diego,2018-06-03T18:23:00Z,2019-01-04T10:16:00Z,"Greenwick Rd and Brabham St, Community of Rancho San Diego",32.75072,-116.92404,Green Fire,10.0,False,0.0,86.6,57.1,2018.0,6.0
1212,Tehama,2018-06-03T08:55:00Z,2019-01-04T10:18:00Z,Black Butte Lake and Newville Road west of Orland,39.80827,-122.3307,Black Fire,10.0,False,0.17,87.5,57.4,2018.0,6.0
1213,Riverside,2018-06-02T15:53:00Z,2019-01-04T10:18:00Z,"Calle Jardin  and Calle Uva, Temecula",33.45014,-117.22215,Jardin Fire,10.0,False,0.0,96.9,67.0,2018.0,6.0
1214,Riverside,2018-05-28T07:23:00Z,2019-01-04T10:21:00Z,"Highway 86 Expressway and Avenue 70, Thermal",33.53924,-116.10231,70th Fire,10.0,False,0.07,85.6,59.0,2018.0,5.0
1215,Butte,2018-11-29T23:30:00Z,2019-01-04T08:42:00Z,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",39.71217,-121.77385,Honey Flooding,0.0,True,6.08,65.0,41.4,2018.0,11.0
1216,Humboldt,2018-04-24T16:59:00Z,2019-01-03T15:23:00Z,"Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch",40.70258,-123.55012,Grape Fire,0.0,False,6.23,62.4,40.9,2018.0,4.0
1217,Ventura,2019-10-30T07:45:14Z,2019-11-02T18:57:00Z,"West Easy Street and West Los Angeles Avenue, Simi Valley",34.282179,-118.803389,Easy Fire,1806.0,False,0.0,75.1,45.2,2019.0,10.0
1218,Mariposa,2019-08-16T14:11:02Z,,"Mt Gaines Rd and Bear Valley Rd, Bear Valley",37.536069,-120.177018,Gaines Fire,1300.0,False,0.0,88.9,58.0,2019.0,8.0
1219,Riverside,2019-10-10T15:38:44Z,,Calimesa Boulevard and Sandalwood Drive,33.9925,-117.059167,Sandalwood Fire,1011.0,True,0.0,82.9,54.6,2019.0,10.0
1220,Tehama,2019-10-27T02:47:20Z,2019-10-28T07:22:00Z,"Gyle Road and Long Dirt Road, Northwest of Corning",40.00171,-122.25421,Rawson Fire,605.0,False,0.16,73.2,45.5,2019.0,10.0
1221,Riverside,2019-10-30T11:19:00Z,2019-11-02T18:44:00Z,"Granite Hill and Pyrite Street, in Jurupa Valley ",34.01778,-117.4625,Hill Fire ,494.0,True,0.0,82.9,54.6,2019.0,10.0
1222,Placer,2019-11-25T12:39:44Z,,"Foothills and McAnally Drive, northwest of Roseville",38.838992,-121.325842,Foothills Fire,355.0,False,2.09,61.2,38.0,2019.0,11.0
1223,Monterey,2019-10-09T06:52:14Z,2019-10-11T07:30:00Z,Indian Valley Road and Monterey County Line near Camp Robert's,35.79069,-120.73102,Cross Fire,289.0,False,0.0,78.9,43.8,2019.0,10.0
1224,San Luis Obispo,2019-10-09T06:52:14Z,2019-10-11T07:30:00Z,Indian Valley Road and Monterey County Line near Camp Robert's,35.79069,-120.73102,Cross Fire,289.0,False,0.0,79.1,44.4,2019.0,10.0
1225,Mariposa,2019-07-21T12:01:40Z,," Old Hwy and Guadalupe, East of Mariposa",37.241427,-120.027731,Valley Fire,149.0,False,0.05,87.6,57.0,2019.0,7.0
1226,Fresno,2019-10-18T12:17:32Z,2019-10-19T15:00:00Z,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",36.319291,-120.460189,Mud Fire ,137.0,False,0.0,70.8,41.3,2019.0,10.0
1227,Lassen,2019-08-07T18:48:57Z,,"Pittville Road and Sheep Flat Road, southeast of Fall River Mills",40.900458,-121.320838,3-2 Willow (Previously H-1 Fire),107.0,False,0.22,84.7,49.8,2019.0,8.0
1228,Riverside,2019-10-10T18:36:46Z,2019-10-12T17:22:00Z,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",33.8615,-116.897333,Wolf Fire,75.0,False,0.0,82.9,54.6,2019.0,10.0
1229,Contra Costa,2019-10-10T06:42:19Z,2019-10-10T12:00:00Z,"Merrill Circle N and Merrill Dr, Moraga",37.828267,-122.103867,Merrill Fire,40.0,False,0.0,76.3,51.4,2019.0,10.0
1230,San Diego,2019-10-25T15:05:52Z,2019-10-27T18:05:00Z,"Miller Lane and Cole Grade Lane, North of Valley Center ",33.259861,-117.027333,Miller Fire,37.0,True,0.0,80.6,50.2,2019.0,10.0
1231,Alameda,2019-10-24T23:16:18Z,2019-10-27T13:55:00Z,"Mines Rd and Del Valle Rd, southeast of Livermore",37.62782,-121.68598,Mines Fire,35.0,False,0.0,75.1,49.5,2019.0,10.0
1232,Stanislaus,2019-07-18T09:07:57Z,2019-07-18T10:29:00Z,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",37.420988,-121.371276,Rains Fire,35.0,False,0.0,93.1,61.9,2019.0,7.0
1233,Shasta,2019-07-12T19:08:54Z,,"Blue Horse Rd and Saddle Trail, 2 miles NW of Olinda",40.463936,-122.435492,Horse Fire,30.0,False,0.0,89.2,57.7,2019.0,7.0
1234,Calaveras,2019-07-18T18:31:00Z,2019-07-20T08:56:00Z,near the Whiskey Creek Day Use area of New Hogan Lake,38.115224,-120.78068,Whiskey Fire,27.0,False,0.01,90.2,59.5,2019.0,7.0
1235,San Bernardino,2019-08-03T17:22:51Z,2019-08-04T06:39:00Z,Off La Barisa Dr & Hwy 247 in Landers,34.202883,-116.4449,La Barisa Fire,26.0,False,0.06,101.4,73.8,2019.0,8.0
1236,San Diego,2019-07-17T17:42:04Z,2019-07-18T15:58:00Z,Off Vista De La Montana in the Dehesa area,32.794768,-116.839743,Vista Fire,25.0,True,0.15,90.3,62.0,2019.0,7.0
1237,El Dorado,2019-09-29T21:44:45Z,2019-09-29T21:35:00Z,Chaparral Drive and Latrobe Road in Latrobe,38.538467,-120.965105,Chaparral Fire,22.0,False,1.61,75.4,50.4,2019.0,9.0
1238,Alameda,2019-07-12T18:40:09Z,2019-07-12T19:20:00Z,"patterson pass and mid way, eastern",37.093243,-121.586846,Mid Fire,22.0,False,0.0,83.1,57.8,2019.0,7.0
1239,Contra Costa,2019-10-15T16:17:18Z,,"San Pablo Ave and Cummings Skyway, Crockett",38.045866,-122.245186,Nustar Fire,15.0,False,0.0,76.3,51.4,2019.0,10.0
1240,Riverside,2019-08-27T11:33:56Z,2019-08-27T08:54:00Z,"near the intersection of Sage Road and Highway 79, in Aguanga",33.463991,-116.914799,Sage Fire,12.0,False,0.0,102.2,73.4,2019.0,8.0
1241,Mendocino,2019-10-04T18:38:09Z,,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",39.613783,-123.458782,Wilson Fire,10.0,False,0.37,70.9,42.6,2019.0,10.0
1242,Santa Cruz,2019-09-03T15:36:45Z,2019-09-06T19:48:00Z,"Deer Creek Road and Rons Road, northeast of Boulder Creek",37.178353,-122.07743,Deer Fire,10.0,False,0.11,82.9,53.9,2019.0,9.0
1243,Sonoma,2019-10-23T21:27:00Z,2019-11-06T19:00:00Z,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",38.792458,-122.780053,Kincade Fire,77758.0,True,0.05,75.8,46.2,2019.0,10.0
1244,Plumas,2019-09-04T15:17:31Z,,"Indian Creek and Beckworth Genesee Road, east of Genesee",40.061389,-120.680556,Walker Fire,54612.0,False,2.35,70.7,42.7,2019.0,9.0
1245,Modoc,2019-07-28T15:58:00Z,2019-08-11T12:16:00Z,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",41.79591,-121.260305,Tucker Fire,14217.0,False,0.02,83.0,49.0,2019.0,7.0
1246,Inyo,2019-09-06T12:43:35Z,2019-11-21T16:09:00Z,south west of Big Pine and north west of Aberdeen,37.034,-118.345,Taboose Fire,10296.0,True,0.03,85.5,59.1,2019.0,9.0
1247,Ventura,2019-10-31T20:58:28Z,2019-11-06T18:00:00Z,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",34.302212,-118.997115,Maria Fire ,9999.0,True,0.0,75.1,45.2,2019.0,10.0
1248,Tehama,2019-09-05T13:19:56Z,2019-09-13T19:00:00Z,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",40.12,-122.64,Red Bank Fire,8838.0,True,0.92,82.1,54.6,2019.0,9.0
1249,Los Angeles,2019-10-10T21:02:00Z,2019-10-31T09:10:00Z,"Saddle Ridge Rd, Sylmar",34.32988,-118.48161,Saddle Ridge Fire,8799.0,True,0.0,77.7,50.8,2019.0,10.0
1250,Modoc,2019-09-06T11:34:27Z,2019-09-13T07:19:00Z,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",41.748,-121.056,Lone Fire,5737.0,False,1.81,70.1,40.5,2019.0,9.0
1251,Mariposa,2019-10-06T16:15:12Z,,Highway 140 and Briceburg Bridge Road north of Midpines ,37.604638,-119.96606,Briceburg Fire,5563.0,True,0.02,71.6,41.0,2019.0,10.0
1252,Tehama,2019-09-05T19:59:46Z,2019-12-02T16:12:00Z,"Southeast aspect of Tomhead Mountain, South of Platina",40.109,-122.789,South Fire,5332.0,False,0.92,82.1,54.6,2019.0,9.0
1253,Mono,2019-09-06T11:24:11Z,,"southeast of Lee Vining, CA",37.826,-118.872,Springs Fire,4840.0,False,0.21,69.8,39.1,2019.0,9.0
1254,Los Angeles,2019-10-24T14:51:46Z,,"Tick Canyon Rd and Summit Knoll Rd, Canyon Country",34.472778,-118.368056,Tick Fire,4615.0,True,0.0,77.7,50.8,2019.0,10.0
1255,El Dorado,2019-10-11T12:47:59Z,,Northern ridge above Caples Creek north of Highway 88,38.724,-120.145,Caples Fire,3435.0,False,0.1,68.1,41.6,2019.0,10.0
1256,Lassen,2019-08-28T19:48:14Z,2019-09-04T16:22:00Z,"Hagata Canyon, east of Eagle Lake",40.593,-120.581,R-1 Fire,3380.0,False,0.22,84.7,49.8,2019.0,8.0
1257,Santa Barbara,2019-11-25T19:59:12Z,2019-12-14T08:22:00Z,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,34.5025,-119.785,Cave Fire (No Longer a CAL FIRE Incident),3126.0,False,2.19,68.9,43.5,2019.0,11.0
1258,Monterey,2019-06-26T09:18:22Z,2019-06-26T18:02:00Z,"Lonoak Rd & Airline Hwy, East of King City  ",36.28426,-120.94771,Lonoak Fire,2546.0,False,0.03,82.8,52.4,2019.0,6.0
1259,Tehama,2019-11-03T14:16:17Z,2019-11-14T18:02:00Z,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",40.036379,-122.637837,Ranch Fire,2534.0,True,1.4,66.9,42.7,2019.0,11.0
1260,Yolo,2019-06-08T14:50:00Z,2019-06-17T10:40:00Z,Guinda,38.88978,-122.23922,Sand Fire,2512.0,True,0.0,91.3,60.0,2019.0,6.0
1261,Kern,2019-05-07T15:47:00Z,2019-05-09T09:37:00Z,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",35.72057,-119.62762,Refuge Fire,2500.0,False,1.26,73.1,49.4,2019.0,5.0
1262,Lassen,2019-08-24T17:25:04Z,2019-08-27T09:01:00Z,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",39.892222,-120.029722,Long Valley Fire ,2438.0,False,0.22,84.7,49.8,2019.0,8.0
1263,Stanislaus,2019-06-26T08:54:24Z,2019-06-27T19:06:00Z,"Del Puerto Canyon Rd, east of Patterson  ",37.46577,-121.28312,Rock Fire,2422.0,False,0.0,89.9,59.6,2019.0,6.0
1264,Inyo,2019-09-06T12:23:00Z,2019-11-21T16:08:00Z,"Golden Trout Wilderness, Inyo National Forest",36.284,-118.228,Cow Fire,1975.0,False,0.03,85.5,59.1,2019.0,9.0
1265,Riverside,2019-09-04T16:43:36Z,2019-09-14T19:00:00Z,"Tenaja Road and Clinton Keith Road, in La Cresta",33.528469,-117.273157,Tenaja,1926.0,True,0.46,92.8,67.0,2019.0,9.0
1266,Siskiyou,2019-09-07T08:36:32Z,,"Ash Creek and Highway 96, Southwest of Hornbrook",41.862237,-122.662258,Lime Fire,1872.0,False,1.95,70.4,44.6,2019.0,9.0
1267,San Luis Obispo,2019-06-12T12:48:00Z,2019-06-24T10:25:00Z,"Highway 46 East and McMillan Canyon Road, North of Shandon",35.66318,-120.41128,McMillan Fire,1764.0,False,0.01,84.0,53.6,2019.0,6.0
1268,Sutter,2019-06-08T14:37:00Z,2019-06-17T15:16:00Z,"North Butte Rd & West Butte Rd, northeast of Colusa",39.28926,-121.85906,West Butte Fire,1350.0,False,0.02,93.4,61.8,2019.0,6.0
1269,San Luis Obispo,2019-06-05T10:49:00Z,2019-06-11T14:49:00Z,"off Highway 58 and Boulder Creek Road, California Valley",35.343761,-119.913717,Boulder Fire,1127.0,False,0.01,84.0,53.6,2019.0,6.0
1270,Lassen,2019-08-08T18:42:41Z,2019-08-11T11:35:00Z,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",40.943799,-120.275298,W1 McDonald Fire,1020.0,False,0.22,84.7,49.8,2019.0,8.0
1271,San Luis Obispo,2019-07-08T16:44:08Z,2019-07-09T18:22:00Z,Gillis Canyon and South East of Shandon,35.63111111,-120.26916667,Gillis Fire,974.0,False,0.0,88.4,56.0,2019.0,7.0
1272,San Luis Obispo,2019-05-29T17:10:00Z,2019-06-03T08:44:00Z,"Belmont & Costa Mesa Rd, In California Valley",35.30759,-119.96498,Belmont Fire,835.0,False,1.47,70.0,46.6,2019.0,5.0
1273,Contra Costa,2019-08-03T03:16:00Z,2019-08-06T18:42:00Z,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",37.908362,-121.872941,Marsh Complex,757.0,False,0.0,87.8,60.2,2019.0,8.0
1274,Tulare,2019-08-31T15:31:59Z,,"Dry Creek Dr and Lomitas Drive, east of Woodlake",36.40193,-119.030621,Creek Fire,756.0,False,0.0,85.9,58.9,2019.0,8.0
1275,Los Angeles,2019-10-28T06:46:55Z,2019-11-05T17:30:00Z,East Sepulveda Blvd and I-405 near Los Angeles City ,34.098191,-118.478717,Getty Fire ,745.0,False,0.0,77.7,50.8,2019.0,10.0
1276,Mendocino,2019-10-27T14:54:40Z,2019-11-03T18:52:00Z,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",39.22431,-123.12887,Burris Fire,703.0,False,0.37,70.9,42.6,2019.0,10.0
1277,Placer,2019-09-20T15:02:08Z,,"Baseline Road and Country Acres Lane, north of Rio Linda ",38.751648,-121.432636,Baseline Fire ,604.0,False,1.72,76.1,49.2,2019.0,9.0
1278,Shasta,2019-08-22T11:02:09Z,2019-08-26T17:00:00Z,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",40.715556,-122.241944,Mountain Fire,600.0,True,0.72,90.3,58.0,2019.0,8.0
1279,Stanislaus,2019-06-07T16:55:00Z,2019-06-11T17:14:00Z,"Interstate 5 and Pete Miller Road, southwest of Newman",37.25988,-121.09375,Stuhr Fire,600.0,False,0.0,89.9,59.6,2019.0,6.0
1280,Napa,2019-10-06T16:36:50Z,2019-10-07T18:34:00Z,"American Canyon and Highway 80, east of American Canyon",38.165873,-122.211671,American Fire,526.0,False,0.0,77.6,46.6,2019.0,10.0
1281,Riverside,2019-06-21T13:02:00Z,2019-06-24T11:43:00Z,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",33.919507,-117.103765,Jerry Fire,525.0,False,0.0,94.5,66.7,2019.0,6.0
1282,Riverside,2019-09-14T17:53:00Z,,"Horseshoe Trail and Stagecoach Road, Juniper Flats",33.4853,-117.043723,Horseshoe Fire ,520.0,True,0.46,92.8,67.0,2019.0,9.0
1283,Butte,2019-09-07T15:06:00Z,2019-09-13T19:00:00Z,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",39.45296,-121.412619,Swedes Fire,496.0,True,1.54,84.2,55.9,2019.0,9.0
1284,San Diego,2019-08-01T14:53:15Z,2019-08-03T09:10:00Z,"Off Airway Road and Caliente Ave, in San Ysidro ",32.575556,-117.026667,Caliente Fire,448.0,False,0.0,92.7,62.6,2019.0,8.0
1285,Kern,2019-07-31T17:13:53Z,,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",35.60989,-118.41204,Mesa Fire ,448.0,False,0.01,94.9,65.8,2019.0,7.0
1286,Mariposa,2019-08-15T15:15:56Z,,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",37.532028,-120.208019,Hunter Fire,423.0,False,0.0,88.9,58.0,2019.0,8.0
1287,Santa Barbara,2019-10-17T16:31:00Z,2019-10-21T06:00:00Z,Calle Real & Hwy 101 west of El Capitan ,34.484722,-120.190833,Real Fire,420.0,False,0.0,77.1,45.7,2019.0,10.0
1288,Tulare,2019-09-06T12:39:18Z,,Northeast of Broder Meadow,36.151,-118.185,Broder Fire,381.0,False,0.02,78.0,51.2,2019.0,9.0
1289,Riverside,2019-10-10T14:18:17Z,2019-10-13T07:30:00Z,"Reche Canyon Rd and Jordan Dr, Moreno Valley",33.975405,-117.207068,Reche Fire,350.0,True,0.0,82.9,54.6,2019.0,10.0
1290,Riverside,2019-10-31T06:22:34Z,2019-11-03T16:15:00Z,"5300 block of 46th Street, East Jurupa Valley ",33.985972,-117.414111,46 Fire,328.0,False,0.0,82.9,54.6,2019.0,10.0
1291,Monterey,2019-07-29T15:43:48Z,,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",35.908333,-120.984167,Lake Fire,316.0,False,0.0,86.2,53.8,2019.0,7.0
1292,Butte,2019-09-28T17:48:10Z,2019-09-28T18:40:00Z,"Off of Hwy 99 and Hwy 149, Southeast of Chico",39.622137,-121.693472,Hwy Fire,300.0,False,1.54,84.2,55.9,2019.0,9.0
1293,San Joaquin,2019-07-03T15:34:12Z,2019-07-05T07:50:00Z,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",37.63206,-121.538382,Hollow Fire,283.0,False,0.0,93.8,61.0,2019.0,7.0
1294,Trinity,2019-09-07T08:49:58Z,2019-09-12T10:08:00Z,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",41.150392,-122.634108,Rams Horn Fire,280.0,False,1.24,76.6,48.8,2019.0,9.0
1295,Monterey,2019-07-30T13:28:17Z,2019-08-12T08:20:00Z,"In Los Padres National Forest, West of Fort Hunter Liggett ",36.008889,-121.466944,Mill Fire,280.0,False,0.0,86.2,53.8,2019.0,7.0
1296,Ventura,2019-09-01T17:37:43Z,2019-09-05T08:14:00Z,3 miles northwest of Reyes Creek,34.71011,-119.3547,Snail Fire,279.0,False,0.01,81.3,55.1,2019.0,9.0
1297,Lassen,2019-07-05T16:37:04Z,2019-07-06T07:49:00Z,"Snowstorm Rd, south of Ravendale",40.679318,-120.392768,Snowstorm Fire,263.0,False,0.04,83.0,49.2,2019.0,7.0
1298,Lassen,2019-09-06T13:20:00Z,2019-09-11T18:30:00Z,"North of Fredonyer Peak, southwest of Termo",44.734,-120.606,R-6 Fire,260.0,False,1.76,70.3,41.5,2019.0,9.0
1299,Tulare,2019-06-02T16:12:00Z,2019-06-11T14:48:00Z,"Off Rd 256 & Ave 220, east of Strathmore",36.18479,-118.99229,Citrus Fire,257.0,False,0.14,80.6,54.4,2019.0,6.0
1300,Riverside,2019-09-07T20:31:46Z,2019-09-08T18:00:00Z,"Kangaroo Court and River Ridge Drive, Riverside ",33.9369,-117.3063,Sycamore Fire,250.0,False,0.46,92.8,67.0,2019.0,9.0
1301,Trinity,2019-09-05T09:25:00Z,2019-09-18T12:17:00Z,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",40.062304,-123.222196,Henthorne Fire,244.0,False,1.24,76.6,48.8,2019.0,9.0
1302,Mariposa,2019-07-08T15:30:14Z,,"McSwain Entrance and Lake McClure Rd, Hornitos",37.524378,-120.296551,Lake Fire,244.0,False,0.05,87.6,57.0,2019.0,7.0
1303,Alameda,2019-08-09T15:09:50Z,,"Central Pkwy and Croak Rd, 4 miles east of Dublin",37.708743,-121.841879,Harte Fire,240.0,False,0.0,85.6,60.0,2019.0,8.0
1304,Siskiyou,2019-09-07T08:47:46Z,2019-09-26T08:00:00Z,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",41.4929742,-123.2129356,Kidder 2 Fire,227.0,False,1.95,70.4,44.6,2019.0,9.0
1305,Mendocino,2019-08-12T17:10:00Z,2019-08-17T18:15:00Z,Off Moose Rd & Bus McGall Rd northwest of Hopland,39.005262,-123.195306,Moose Fire,225.0,True,0.35,85.2,56.8,2019.0,8.0
1306,San Luis Obispo,2019-09-21T14:26:00Z,2019-09-27T18:00:00Z,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",35.214364,-120.455883,Lopez Fire,220.0,True,0.0,85.3,53.8,2019.0,9.0
1307,Riverside,2019-06-29T12:54:13Z,2019-06-30T15:51:00Z,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",33.911,-116.980528,Wolf Fire ,214.0,False,0.0,94.5,66.7,2019.0,6.0
1308,Madera,2019-07-15T18:19:31Z,2019-07-16T06:49:00Z,"Off Road 33 and Highway 145, Bonadelle",37.016944,-119.934167,Madera Fire ,213.0,False,0.09,88.5,58.2,2019.0,7.0
1309,Merced,2019-06-29T15:09:52Z,2019-07-02T15:51:00Z,"Off of Merced Fall Road and La Grange Road, East of Snelling",37.312877,-120.242411,Merced Fire ,210.0,False,0.0,89.7,61.0,2019.0,6.0
1310,Santa Clara,2019-06-09T14:29:00Z,2019-06-11T17:17:00Z,"Malech Rd & Bailey Rd, South San Jose",37.21638,-121.70768,Malech Fire,210.0,False,0.02,81.0,55.1,2019.0,6.0
1311,Kern,2019-07-21T15:30:17Z,,"  I 5 and Diger Rd, South of Bakersfield",34.9008333,-118.9183333,Tejon Fire,208.0,False,0.01,94.9,65.8,2019.0,7.0
1312,Siskiyou,2019-06-17T17:50:00Z,2019-06-24T16:56:00Z,"off Highway 96 and Lumgrey Road, West of Gottsville",39.28926,-121.85906,Lumgrey Fire,207.0,False,0.13,76.6,46.2,2019.0,6.0
1313,Stanislaus,2019-07-15T10:49:00Z,2019-07-16T06:48:00Z,"Off of Milton Road and Highway 4, North of Oakdale ",37.944751,-120.84372,Milton Fire ,202.0,False,0.0,93.1,61.9,2019.0,7.0
1314,San Bernardino,2019-10-31T06:53:47Z,2019-11-05T09:03:00Z,"off of W 59th and Hill Dr, in San Bernardino National Forest",34.183,-117.285,Hillside Fire,200.0,False,0.0,78.9,51.5,2019.0,10.0
1315,Contra Costa,2019-10-27T08:50:23Z,2019-10-28T16:26:00Z,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",37.99136,-121.64118,Cypress Complex,200.0,False,0.0,76.3,51.4,2019.0,10.0
1316,Ventura,2019-10-11T15:57:10Z,2019-10-12T18:00:00Z,"Olivas Park Drive, near the Buenaventura Golf Course",34.23955,-119.20187,Olivas Fire,200.0,False,0.0,75.1,45.2,2019.0,10.0
1317,San Diego,2019-09-24T15:00:00Z,,Dehesa Road and Sloan Canyon Road,32.787656,-116.806941,Dehesa Fire ,200.0,True,0.31,86.1,59.3,2019.0,9.0
1318,Santa Barbara,2019-09-09T17:42:43Z,2019-09-14T08:00:00Z,"McMurray Rd and Hwy 101, north of Buellton",34.630919,-120.187368,McMurray Fire,200.0,False,0.0,82.2,54.8,2019.0,9.0
1319,Lassen,2019-07-14T14:02:31Z,2019-07-16T09:00:00Z,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",40.072739,-120.158273,Doyle Fire,193.0,False,0.04,83.0,49.2,2019.0,7.0
1320,Stanislaus,2019-09-11T11:25:43Z,,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",37.32585,-121.110146,Stuhr Fire ,190.0,False,0.09,86.5,58.0,2019.0,9.0
1321,Monterey,2019-07-09T21:43:36Z,2019-07-10T16:04:00Z,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",35.95191,-120.8092,Sargent Fire,190.0,False,0.0,86.2,53.8,2019.0,7.0
1322,Solano,2019-07-24T12:28:45Z,,"Off Marshview Road and Highway 680, South of Cordelia ",38.158333,-122.118889,Marshview Fire,183.0,False,0.0,88.7,58.2,2019.0,7.0
1323,Kern,2019-05-03T15:04:00Z,2019-05-08T08:48:00Z,Off Highway 166 at Wind Wolves Preserve,35.03855,-119.19454,Vulcan Fire,172.0,False,1.26,73.1,49.4,2019.0,5.0
1324,Riverside,2019-09-15T20:13:05Z,2019-09-22T18:00:00Z,"Bautista Road and Tripp Flats, West of Lake Hemet",33.635,-116.801111,Bautista Fire,167.0,False,0.46,92.8,67.0,2019.0,9.0
1325,San Benito,2019-09-02T15:40:37Z,2019-09-03T07:11:00Z,"Panoche Road and New Idria Road, Paicines",36.600167,-120.8405,Antelope Fire,167.0,False,0.03,84.5,54.6,2019.0,9.0
1326,Kings,2019-04-28T22:20:00Z,2019-06-24T11:45:00Z,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",35.81778,-120.09715,York Fire,161.0,False,0.29,78.6,51.9,2019.0,4.0
1327,Shasta,2019-08-15T15:09:55Z,2019-08-17T18:43:00Z,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",40.484329,-122.159393,Cottage Fire,156.0,True,0.72,90.3,58.0,2019.0,8.0
1328,Los Angeles,2019-08-03T17:01:15Z,2019-08-05T12:25:00Z,Off Interstate 5 & Templin Hwy,34.677864,-118.752395,Five Fire,156.0,False,0.0,90.0,63.4,2019.0,8.0
1329,San Bernardino,2019-07-28T13:20:11Z,,"Chino Hils Parkway and Grand Avenue, Chino Hills",33.997528,-117.769766,Star Fire,156.0,False,0.24,100.4,73.7,2019.0,7.0
1330,Tulare,2019-06-01T15:49:00Z,2019-06-11T14:48:00Z,"Off Spruce Rd & Myer Dr, east of Exeter",36.28001,-119.10974,Spruce Fire,155.0,False,0.14,80.6,54.4,2019.0,6.0
